Date,Adj Close,Close,High,Low,Open,Volume,returns,ma_5,ma_20
2023-11-25 00:00:00+00:00,216.80555814690013,216.44994557133543,217.133685842136,213.48611052281598,216.59221917212236,59365907,-0.027775247981039364,220.87200317382812,224.13750076293945
2023-11-08 00:00:00+00:00,181.9588928222656,182.88999938964844,183.4499969482422,181.58999633789065,182.3500061035156,49340300,,,
2024-08-17 00:00:00+00:00,210.414709781242,210.2136271781253,216.15971021376797,210.2136271781253,215.55809890626384,83128018,-0.016254137725925766,211.03600158691407,205.5625
2023-11-06 00:00:00+00:00,223.26937634476698,222.82525327745495,222.8504104622291,218.17847714359343,221.7036502274875,44647564,0.011585130365211693,221.37600402832032,224.68250045776367
2024-04-17 00:00:00+00:00,167.57847595214844,168.0,170.64999389648438,168.0,169.61000061035156,50901200,,,
2024-06-17 00:00:00+00:00,228.65424838128337,229.15941505279326,229.57628985020108,224.85338519201173,224.85338519201173,67121713,0.03706553348719566,,
2024-07-20 00:00:00+00:00,216.79562843379728,217.0137956758462,219.01775682767146,216.7228137316381,218.79378955284716,35608619,-0.009012720896651283,,
2023-12-23 00:00:00+00:00,168.856897728419,169.30164603093587,172.54885609100526,169.16043171505007,169.62798956076873,50407228,-0.006047077838456816,170.46400146484376,169.60400009155273
2024-01-25 00:00:00+00:00,193.9621521167022,194.02698328804846,194.72909742065846,192.89435422498107,192.9568377183292,50212472,0.009258771283728873,,
2024-02-04 00:00:00+00:00,216.8054833328535,216.61367472988024,217.26878707716523,211.99175523333753,211.99175523333753,60585652,0.029104572333703782,212.75800170898438,206.7875
2024-06-10 00:00:00+00:00,235.24239929382782,234.5312297108824,236.8732712470378,232.81408759010174,236.05804514300416,63367473,0.01674330147811176,,
2024-01-06 00:00:00+00:00,226.84393242413697,226.68542861007927,227.9510277617622,225.22759484384508,226.7240366695203,34503796,-0.00048563247988708813,,
2024-06-23 00:00:00+00:00,218.46130603127776,218.42001872376878,224.731622410346,216.8594801568063,224.731622410346,62512276,-0.016750725819666745,,
2024-09-03 00:00:00+00:00,219.63911569684853,219.87638619948115,221.02498888796748,218.561364525969,220.42123652456365,39932721,-0.008851859184054955,,
2024-03-21 00:00:00+00:00,191.83552870248107,192.39876784924917,192.59849324376768,189.80653043436615,191.76814763275956,75174571,0.005018593484036549,,
2024-07-05 00:00:00+00:00,226.07830810546875,226.33999633789065,226.4499969482422,221.6499938964844,221.6499938964844,60412400,,,
2024-08-16 00:00:00+00:00,234.70431859856507,234.90170880060006,235.6206659660965,232.50417870343202,235.6206659660965,43106908,0.0017918662059344115,,
2024-06-05 00:00:00+00:00,184.49249032163286,186.3097784793565,186.54835302970054,184.73635879259416,186.43402679311953,40449648,0.0017781229460980263,185.67999877929688,190.2654998779297
2024-03-11 00:00:00+00:00,175.96118917403814,176.64929228034575,176.9766598582335,173.07441329567007,173.95497698155816,79324041,-0.005181130764130404,,
2024-05-14 00:00:00+00:00,182.77384131308952,183.30158567249822,186.87585351693258,182.58983850502273,186.7616401498171,163462937,0.05981625253732603,,
2023-12-04 00:00:00+00:00,219.68118077032707,220.3252189790574,220.49726453881766,214.90191747083196,216.70483241280022,57960450,0.016239927439265944,,
2024-03-15 00:00:00+00:00,173.41979328264307,174.99396062728647,177.21472110224542,173.8818333213853,175.56632515981562,81947011,-0.025381261636673647,,
2024-09-13 00:00:00+00:00,168.6399935550081,169.04591005261622,171.3051174717794,168.7007912950859,171.0462818839092,68777015,-0.005878203789690617,,
2023-11-02 00:00:00+00:00,169.53296890086057,169.28400955964406,173.35888621839362,168.8481355653335,169.23462553460104,51300713,-0.006047077838456816,,
2024-06-28 00:00:00+00:00,221.91227088582366,221.6140639087246,225.42424070367838,221.4162778626693,224.92817025278092,39657761,-0.022530866585506182,225.43000183105468,224.72900009155273
2024-04-21 00:00:00+00:00,224.8429861496447,224.91910166558324,228.47505229426287,223.8672463618273,228.17227030433372,43759706,-0.008259695969967784,225.8759979248047,219.28950119018555
2024-09-24 00:00:00+00:00,227.3699951171875,227.3699951171875,229.3500061035156,225.72999572753903,228.6499938964844,43556100,,,
2023-12-06 00:00:00+00:00,190.02820050397762,190.81254962432155,192.1973836433291,190.1220403026131,192.1973836433291,38851350,-0.004230856994020926,,
2024-05-27 00:00:00+00:00,234.60384510615566,234.39274254825432,238.2910117663999,231.99374853952423,234.46128328183082,64341411,0.011024656368842312,,
2024-10-16 00:00:00+00:00,192.0578294848373,192.97238687175116,193.90200589056255,190.5472419817745,192.53738671033383,47759330,0.0005179530854488856,,
2024-04-21 00:00:00+00:00,185.23959299012444,185.64200950832435,185.64200950832435,181.86923216385054,182.12945575051418,59466711,0.024174881663950654,183.70799865722657,192.2015007019043
2024-06-28 00:00:00+00:00,226.75707803780935,227.0917822624581,232.1886369808857,226.3164908446018,231.47668099928217,65046108,-0.023220827978926772,228.6779998779297,217.25350112915038
2024-01-04 00:00:00+00:00,206.64583687227207,206.77696543343038,210.65155064509537,205.18788145977896,210.36298444632595,83239008,-0.029141602086406926,,
2024-05-08 00:00:00+00:00,182.281494140625,182.7400054931641,183.07000732421875,181.4499969482422,182.8500061035156,45057100,,,
2024-01-15 00:00:00+00:00,218.41476375632575,218.86237876748405,220.41917360383874,216.13247133652212,219.38852867522428,41663706,0.0025659711533101426,,
2023-12-01 00:00:00+00:00,194.62590214265646,196.2771308752224,196.55388362712267,193.55240684068423,194.21125597676948,52941956,0.007412376639404972,,
2024-06-24 00:00:00+00:00,171.84995772214873,172.28222989674532,174.03762273333717,171.81194461403496,172.77709322327362,46985604,-0.004113872031395016,,
2024-10-11 00:00:00+00:00,169.1788152752857,169.83291384515763,169.83291384515763,168.57146301100428,168.73282448425522,42482207,0.007242512572309456,169.23399963378907,171.62449951171874
2024-06-20 00:00:00+00:00,217.72826211114568,217.94932008910544,219.0880120297748,215.70524615490356,216.80622773554447,41255051,-0.0034839261261312426,,
2024-10-05 00:00:00+00:00,217.9621020514841,217.00303415792382,219.420430111375,215.08568024328505,216.49535527771425,38037626,0.005965562584919315,212.8260009765625,219.29450149536132
2024-02-28 00:00:00+00:00,210.15500564201258,210.3982418431637,212.22428933699032,207.57973800123676,208.33112415808353,69169772,-0.005181130764130404,,
2024-01-30 00:00:00+00:00,182.63808113761127,182.68826205503956,185.34942877068772,182.60568418097122,185.34942877068772,45231261,-0.010034121026855414,182.61600036621093,186.30699920654297
2024-05-23 00:00:00+00:00,172.81174981778338,173.38102699512294,174.39532316700803,171.87706378409447,172.99251328314494,72950701,0.010927336316434166,172.16799926757812,177.3370002746582
2024-09-07 00:00:00+00:00,193.59890549416718,193.91538161894226,197.04010153180263,192.77833026541816,196.35145954246616,74912188,-0.010984469021671939,,
2024-09-28 00:00:00+00:00,196.70603105521357,197.09664433768464,197.09664433768464,193.74188712280932,194.7098757833882,53256413,0.01239203884745943,195.1239990234375,190.83899841308593
2024-06-14 00:00:00+00:00,212.2443389892578,212.4900054931641,215.1699981689453,211.3000030517578,213.8500061035156,70122700,,,
2024-07-24 00:00:00+00:00,229.36896833942492,229.54269652578154,229.54269652578154,225.22369776426996,225.24595977772125,33457978,0.01669836090857424,,
2024-01-31 00:00:00+00:00,190.27995086874452,190.39162890898166,192.64455338851837,188.71851860108282,189.76232898687638,44527747,0.006162101432736655,,
2024-10-10 00:00:00+00:00,222.50240485255713,222.4519367183197,223.14036666025808,218.1500006465942,221.51669879946576,44685125,0.011585130365211693,,
2023-12-27 00:00:00+00:00,218.1615415142511,218.5759033066181,218.9217809782627,215.4622737475075,216.76306140799647,36379745,0.0012846337432190769,219.4480010986328,225.0145004272461
2024-02-02 00:00:00+00:00,189.3976419547485,189.9059691096726,190.64516276533138,187.88700312807364,189.1999552298497,36076051,0.01658813550797178,,
2024-07-26 00:00:00+00:00,217.7080078125,217.9600067138672,219.4900054931641,216.00999450683597,218.6999969482422,41601300,,,
2024-09-01 00:00:00+00:00,172.32603219434628,172.7189475007787,176.79804709070748,172.7189475007787,175.64672941296934,73398116,-0.021863497839872292,,
2024-03-31 00:00:00+00:00,223.64764535521542,223.92068691124484,227.01495222513557,223.68443533025828,225.37931963990457,48438649,0.0005799129586041563,,
2024-09-03 00:00:00+00:00,169.4529485919363,170.0679087032409,170.5757002410718,168.2153867729221,170.43806439937504,42212435,0.004501803541427263,,
2024-06-12 00:00:00+00:00,167.41548225310044,168.385859840976,169.1286138086771,167.89213515897376,168.798817753214,36981794,-0.0066635503633162285,,
2024-09-06 00:00:00+00:00,193.16334962072466,193.1087111283069,194.7612009739172,192.10946381476947,192.40861352434686,60762733,0.012163300588589943,,
2024-04-13 00:00:00+00:00,185.78921375737096,186.69587052268568,187.28072605943706,184.67156367443582,185.32168629410126,72196177,0.017645428427694565,183.8080017089844,174.03300094604492
2024-03-08 00:00:00+00:00,170.30162048339844,170.72999572753906,173.6999969482422,168.94000244140625,169.0,76114600,,,
2024-07-25 00:00:00+00:00,191.2559092623262,192.26771220616467,194.52203593349225,191.34653692488186,194.00682601907837,40760090,-0.0056870585003612195,,
2024-05-18 00:00:00+00:00,173.04900255803685,173.33930416853312,173.33930416853312,171.1081377560813,172.32592886871288,94367024,0.02203187040935095,171.09200134277344,169.81449966430665
2024-04-23 00:00:00+00:00,187.2518671873831,187.51065703751414,188.514243836808,186.16877554309,187.80626293196642,70478535,0.009846577950857638,,
2024-05-28 00:00:00+00:00,184.53904398116077,184.81448956551117,186.417348305065,184.29834853941892,185.97035290027821,35401259,-0.0066635503633162285,,
2024-01-05 00:00:00+00:00,181.02703817086777,181.26332235151585,182.1505918233306,180.19127657256777,182.10105587967445,53423431,-0.004113872031395016,,
2024-07-04 00:00:00+00:00,184.98306804279065,185.57142930748262,186.31400417691913,183.79735359962768,185.9645366407004,48427747,-0.004113872031395016,,
2024-01-03 00:00:00+00:00,183.5534820556641,184.25,185.8800048828125,183.42999267578125,184.22000122070312,58414500,,,
2024-06-14 00:00:00+00:00,209.88085814871374,210.83491675761877,215.72076439652753,210.03393568412312,215.3251974176229,82726196,-0.016254137725925766,211.03600158691407,205.5625
2023-12-31 00:00:00+00:00,167.16516637881458,167.29302590608654,167.29302590608654,164.5728855868186,165.40643578481217,49692456,0.006391688265803275,166.55599670410157,169.68799896240233
2023-11-04 00:00:00+00:00,226.63109222442506,226.93077836775808,227.351275512418,223.11121252566917,225.67682387492235,32954123,0.002519747352073054,,
2023-12-12 00:00:00+00:00,215.08931597717344,215.28315048491777,215.98069651139005,213.61222184465896,215.23069651139005,44830457,-0.0009475597905649336,,
2024-01-29 00:00:00+00:00,168.54169952356472,168.54797658518984,171.99089884093863,168.54797658518984,170.24811010384417,54525076,-0.00489234660846527,,
2024-07-10 00:00:00+00:00,231.17900399577366,231.04902200798165,233.27853717366634,229.79361876691664,229.9293010326537,38850393,0.0036431292501519774,233.01600036621093,230.06050033569335
2024-10-04 00:00:00+00:00,226.8000030517578,226.8000030517578,228.0,224.1300048828125,227.8999938964844,37245100,,,
2024-04-26 00:00:00+00:00,227.0095010562524,226.67878716857592,228.31895615519554,224.406585979938,228.15066270877898,37305115,0.005007333238716605,227.69200134277344,224.69000015258788
2024-10-29 00:00:00+00:00,232.25199372076708,231.72836715765382,234.35185601687382,230.45470433394044,232.7858884479669,33814222,0.0015963203000093351,,
